id,count
0,102.16
1,214.41
2,76.35
4,30.81
5,70.85
10,126.58
11,195.63
12,331.14
15,33.01
17,118.25
18,302.91
23,251.39
25,86.48
26,37.95
31,216.94
39,154.34
40,26.85
41,193.47
42,369.25
43,154.37
51,228.25
52,92.45
54,16.86
60,146.92
61,128.34
62,117.72
63,30.57
65,119.42
66,109.15
68,149.05
71,65.75
80,30.12
82,72.06
94,128.28
98,275.48
101,32.78
102,134.13
107,105.13
112,243.53
113,87.55
115,62.32
116,122.26
120,163.78
121,81.08
122,331.26
132,198.81
143,95.16
147,64.72
150,16.69
151,85.55
152,222.59
153,93.49
155,176.73
156,94.87
159,186.98
161,133.31
163,46.02
177,168.48
186,14.93
188,20.21
190,83.12
191,82.97
192,264.87
195,311.58
200,146.85
209,314.92
210,15.27
211,241.95
214,111.15
215,28.05
218,102.66
219,33.63
222,120.01
225,15.18
228,308.51
236,225.32
241,35.39
242,166.28
243,235.72
245,18.36
247,253.49
251,130.25
252,81.41
253,86.76
254,87.44
258,326.19
260,59.08
261,163.19
265,117.3
266,286.92
267,301.77
269,155.69
270,72.18
275,108.37
278,34.52
279,81.98
286,87.27
287,25.9
288,224.55
289,138.73
293,19.66
294,132.98
297,46.02
302,117.53
303,71.59
304,75.63
307,103.23
309,16.92
311,168.64
312,123.22
314,170.49
315,233.08
319,155.9
322,120.64
323,72.03
325,132.74
327,248.41
330,34.17
332,194.78
333,17.9
338,102.95
341,109.24
345,194.66
348,123.1
349,46.81
350,117.5
352,60.68
355,12.96
356,236.23
358,62.76
363,125.25
369,151.82
371,17.15
372,136.25
375,308.87
380,121.18
388,46.93
391,139.1
392,257.39
393,374.85
394,207.48
396,28.78
401,39.82
407,106.36
409,90.47
410,118.77
416,97.09
418,123.45
420,145.05
421,236.59
422,128.26
424,287.14
428,338.27
429,229.25
431,155.31
435,11.25
439,114.29
441,10.91
447,95.3
449,141.49
451,140.04
452,16.17
454,215.17
458,233.44
463,123.9
467,14.57
470,241.29
471,156.9
474,299.74
478,17.37
483,120.83
484,131.23
485,84.82
486,127.57
491,101.15
494,104.12
495,243.16
497,214.01
499,161.96
515,105.88
518,214.92
521,163.83
525,158.07
529,243.62
532,144.36
534,106.86
540,114.85
544,304.54
547,163.01
549,44.31
563,34.65
564,140.69
567,122.16
572,106.68
577,136.58
578,267.74
585,342.25
588,138.94
589,122.2
590,109.08
592,16.6
594,230.06
596,13.87
598,341.06
599,141.2
605,38.26
606,130.59
607,251.63
608,221.48
609,72.22
610,277.89
611,170.67
614,132.02
615,216.22
616,258.23
617,121.1
618,243.87
624,116.51
629,135.98
631,90.11
633,94.21
637,24.93
638,106.82
643,77.21
644,131.02
645,35.02
646,211.27
648,186.55
650,38.3
651,190.9
652,262.1
656,98.55
657,19.82
659,64.82
660,185.75
662,103.38
665,378.65
675,322.75
681,166.48
682,202.04
685,19.45
686,209.05
689,26.12
696,127.59
703,145.1
704,99.93
705,98.54
714,235.21
717,103.71
718,14.6
720,89.76
721,263.18
723,239.08
726,191.97
728,141.76
730,190.74
731,25.71
734,344.48
737,70.1
738,19.24
745,162.54
746,27.86
749,236.88
752,27.04
753,183.2
758,253.65
765,15.96
766,235.97
768,86.11
769,175.0
774,124.57
775,106.68
781,62.76
784,329.28
794,18.99
795,266.45
796,83.23
802,147.88
803,214.09
805,35.96
806,295.46
807,103.84
809,15.98
810,152.48
812,191.79
814,114.48
818,250.39
819,132.72
825,78.72
836,112.37
839,116.72
847,265.3
848,165.07
851,121.02
852,134.12
853,32.38
857,142.12
858,42.61
859,223.94
861,25.59
867,103.45
870,212.34
871,224.28
872,228.78
874,366.07
881,198.71
886,131.63
890,59.63
895,161.95
899,90.41
900,260.5
901,261.41
902,250.92
903,36.33
913,268.19
918,195.19
923,105.69
924,36.89
926,24.72
927,19.59
930,222.76
934,32.84
937,121.44
939,147.84
941,94.32
942,375.73
946,286.96
950,98.3
953,84.7
959,102.02
961,28.03
962,101.6
964,82.75
969,184.49
971,152.27
976,37.76
978,258.8
980,247.88
981,144.76
990,364.16
993,19.51
996,20.02
998,318.76
999,170.69
1006,122.18
1008,15.52
1013,33.12
1015,98.44
1016,118.56
1022,302.5
1026,228.04
1028,227.15
1031,52.38
1034,60.4
1037,192.07
1040,66.82
1042,20.01
1046,18.55
1048,97.96
1049,113.8
1050,72.31
1051,209.37
1052,248.88
1055,180.5
1060,159.31
1064,30.03
1066,79.29
1071,104.43
1073,12.61
1089,207.81
1091,83.24
1092,69.12
1093,239.64
1096,310.73
1097,234.15
1098,18.01
1099,42.01
1102,169.55
1107,102.37
1109,39.3
1111,115.88
1112,118.4
1114,302.6
1116,301.99
1117,122.91
1118,72.04
1122,134.21
1124,157.21
1127,119.39
1133,229.99
1134,38.8
1135,128.25
1139,297.4
1143,59.88
1150,116.69
1151,112.18
1153,262.72
1155,27.63
1162,29.84
1163,215.83
1166,20.6
1171,86.95
1172,15.64
1173,270.89
1174,81.65
1177,123.05
1178,168.58
1184,182.47
1185,116.3
1186,117.01
1187,171.9
1188,294.22
1191,133.56
1207,120.88
1213,47.82
1215,122.12
1223,164.18
1227,120.46
1236,61.24
1237,59.13
1238,19.06
1241,31.08
1248,17.79
1250,35.38
1251,161.08
1253,113.27
1255,100.04
1257,172.0
1261,110.77
1262,340.85
1265,130.27
1273,168.73
1277,276.23
1278,113.47
1280,110.16
1284,226.64
1285,327.52
1288,34.05
1295,116.67
1297,360.4
1299,261.82
1304,151.74
1308,44.48
1310,94.1
1311,109.44
1314,94.0
1315,113.63
1318,33.57
1320,317.86
1321,300.13
1322,222.37
1330,112.02
1333,155.92
1334,229.7
1341,137.36
1344,136.82
1351,239.25
1354,105.74
1356,59.18
1363,121.77
1365,206.27
1369,126.5
1373,115.92
1375,114.98
1377,89.4
1379,131.28
1380,281.44
1381,98.83
1384,183.92
1390,179.54
1393,241.97
1395,59.2
1399,335.95
1400,91.63
1401,147.75
1404,158.68
1408,14.14
1409,28.52
1413,242.17
1416,292.67
1418,103.95
1423,100.89
1424,27.7
1425,16.06
1433,255.35
1434,139.43
1436,340.11
1442,252.54
1444,83.14
1445,101.43
1452,231.77
1455,166.27
1462,72.51
1467,77.83
1472,44.66
1475,170.81
1493,112.82
1501,226.51
1503,301.24
1504,212.23
1505,14.87
1511,221.76
1512,58.45
1513,77.32
1514,39.29
1528,251.44
1533,239.71
1534,30.73
1536,153.4
1537,77.13
1539,220.24
1550,225.99
1552,209.71
1554,211.71
1555,364.62
1556,98.66
1559,35.1
1563,244.88
1566,140.8
1567,158.15
1568,27.85
1571,228.4
1572,18.54
1574,56.83
1577,17.72
1583,68.03
1585,29.35
1586,203.39
1587,182.7
1596,150.05
1602,33.0
1604,83.81
1605,34.86
1610,305.1
1611,95.48
1616,32.92
1617,102.31
1618,16.66
1622,44.77
1623,34.32
1628,306.14
1631,18.37
1632,189.76
1633,256.41
1634,311.3
1636,213.47
1637,107.97
1643,113.22
1644,106.75
1646,96.99
1648,208.39
1651,33.32
1656,18.54
1658,144.2
1659,17.56
1665,178.84
1666,141.79
1670,39.41
1674,143.13
1679,211.58
1680,224.19
1683,340.92
1686,27.86
1691,103.67
1693,35.36
1696,39.11
1697,97.21
1703,108.2
1706,29.0
1709,166.74
1710,89.08
1712,207.04
1713,120.8
1718,339.77
1719,165.91
1722,293.33
1723,133.19
1724,289.91
1728,67.03
1730,35.93
1732,27.94
1737,40.91
1745,86.21
1747,13.86
1748,11.45
1755,92.9
1759,16.98
1761,285.31
1764,235.22
1765,141.39
1766,87.45
1768,102.22
1770,29.61
1771,141.18
1774,97.49
1785,129.16
1788,187.47
1792,14.72
1794,240.79
1797,119.41
1798,12.12
1799,260.45
1802,105.46
1806,35.59
1808,78.87
1810,244.18
1818,98.04
1819,377.92
1820,292.98
1822,224.27
1826,216.56
1827,160.47
1835,18.98
1841,114.78
1842,151.32
1843,17.0
1846,46.19
1849,93.24
1850,197.49
1851,178.89
1857,60.1
1858,182.21
1860,95.93
1861,253.69
1864,117.03
1869,325.69
1871,72.17
1872,30.58
1875,16.36
1878,225.97
1879,239.03
1885,93.69
1888,109.01
1889,30.48
1890,94.13
1896,143.47
1897,171.47
1898,105.71
1900,105.32
1905,37.35
1908,116.68
1909,104.77
1913,73.73
1918,106.67
1922,322.15
1923,132.84
1925,256.39
1926,138.41
1927,299.33
1930,212.02
1935,74.8
1939,119.8
1942,93.53
1943,104.51
1948,250.06
1949,257.68
1951,109.53
1953,116.57
1959,127.67
1963,18.38
1967,121.57
1973,277.15
1975,28.79
1976,86.34
1990,118.09
1993,119.51
1997,183.7
1999,124.23
2001,298.24
2004,84.83
2010,98.83
2013,133.17
2017,304.69
2021,106.35
2023,155.42
2026,129.64
2037,32.84
2039,176.09
2041,17.69
2046,31.02
2050,18.07
2060,223.81
2067,101.81
2069,143.1
2072,258.58
2074,140.06
2079,128.38
2083,27.13
2085,187.43
2087,16.74
2093,137.31
2094,27.53
2097,34.44
2103,93.7
2104,59.5
2107,197.4
2108,17.59
2110,100.23
2115,176.92
2117,32.3
2125,311.77
2127,262.84
2133,16.13
2134,379.85
2135,116.99
2141,258.49
2143,32.88
2145,87.93
2146,29.52
2147,277.24
2148,60.77
2149,74.07
2165,119.74
2166,148.07
2177,207.61
