id,count
0,100.72
1,213.27
2,88.95
4,31.9
5,59.48
10,122.49
11,173.93
12,325.02
15,36.28
17,126.45
18,301.91
23,257.54
25,78.33
26,37.15
31,210.62
39,154.29
40,27.2
41,195.01
42,364.03
43,166.95
51,221.32
52,77.12
54,16.64
60,142.06
61,138.03
62,112.86
63,31.63
65,114.96
66,111.29
68,154.14
71,72.98
80,29.75
82,68.41
94,123.61
98,260.17
101,33.9
102,129.91
107,101.15
112,241.2
113,73.88
115,61.74
116,120.42
120,148.45
121,84.41
122,334.7
132,212.43
143,87.51
147,64.66
150,17.27
151,85.06
152,224.3
153,91.6
155,188.15
156,87.9
159,181.95
161,137.87
163,46.83
177,165.32
186,12.65
188,19.71
190,84.92
191,84.06
192,258.49
195,315.4
200,151.27
209,318.28
210,15.19
211,244.43
214,142.37
215,26.55
218,100.21
219,30.33
222,142.83
225,15.27
228,320.7
236,232.48
241,33.18
242,164.73
243,232.57
245,17.18
247,242.06
251,132.93
252,79.75
253,86.52
254,86.18
258,330.14
260,56.84
261,165.21
265,118.22
266,285.61
267,289.4
269,162.29
270,67.37
275,98.03
278,34.59
279,83.45
286,88.94
287,28.54
288,217.66
289,146.68
293,18.88
294,142.22
297,46.75
302,120.25
303,66.55
304,61.77
307,99.2
309,17.05
311,166.37
312,132.68
314,175.16
315,234.88
319,158.32
322,112.65
323,63.85
325,111.43
327,243.48
330,32.75
332,195.78
333,17.33
338,98.38
341,113.56
345,193.88
348,123.2
349,46.33
350,118.36
352,59.42
355,14.75
356,244.95
358,63.24
363,127.95
369,159.96
371,17.55
372,133.39
375,314.55
380,133.86
388,46.98
391,141.74
392,250.7
393,381.65
394,215.29
396,28.19
401,37.3
407,106.57
409,84.72
410,111.84
416,105.45
418,122.5
420,148.16
421,227.17
422,127.12
424,282.45
428,325.28
429,242.35
431,155.91
435,9.54
439,111.45
441,10.5
447,98.66
449,135.6
451,140.69
452,16.91
454,203.91
458,231.45
463,119.79
467,14.43
470,238.49
471,153.19
474,292.64
478,16.15
483,121.41
484,127.27
485,86.37
486,123.25
491,93.95
494,104.36
495,242.37
497,209.94
499,149.31
515,110.73
518,219.18
521,182.68
525,164.65
529,256.92
532,145.93
534,115.4
540,118.84
544,306.74
547,180.49
549,46.23
563,35.72
564,134.81
567,121.22
572,101.43
577,130.58
578,269.07
585,338.42
588,135.55
589,117.29
590,101.3
592,16.6
594,224.8
596,13.89
598,338.32
599,147.56
605,36.72
606,129.81
607,249.71
608,216.74
609,63.48
610,272.48
611,192.22
614,124.09
615,213.21
616,256.81
617,126.17
618,241.76
624,116.17
629,136.72
631,93.4
633,87.78
637,26.13
638,106.08
643,78.0
644,143.42
645,32.78
646,203.91
648,172.38
650,37.13
651,202.62
652,260.7
656,104.66
657,19.28
659,61.5
660,195.67
662,100.23
665,383.33
675,321.2
681,162.46
682,189.5
685,19.8
686,220.05
689,26.47
696,130.43
703,150.8
704,93.65
705,112.1
714,230.06
717,95.35
718,15.06
720,85.17
721,258.48
723,225.21
726,204.21
728,145.88
730,199.16
731,27.78
734,350.26
737,72.72
738,19.56
745,155.47
746,27.49
749,229.07
752,27.31
753,192.26
758,247.02
765,14.53
766,243.54
768,87.43
769,198.21
774,127.53
775,103.94
781,63.21
784,329.39
794,19.73
795,272.64
796,85.75
802,164.39
803,214.57
805,34.19
806,297.47
807,102.11
809,15.61
810,164.17
812,206.18
814,118.49
818,251.92
819,125.89
825,76.36
836,115.94
839,119.38
847,254.66
848,193.27
851,109.68
852,137.21
853,33.95
857,154.21
858,45.11
859,222.51
861,21.63
867,104.86
870,216.76
871,217.57
872,233.35
874,378.12
881,208.12
886,137.84
890,59.89
895,162.76
899,94.14
900,260.98
901,252.64
902,253.31
903,39.1
913,257.65
918,185.76
923,111.97
924,35.75
926,25.61
927,18.94
930,225.26
934,31.81
937,127.26
939,120.57
941,92.26
942,389.62
946,272.41
950,96.6
953,73.32
959,104.13
961,28.43
962,92.92
964,76.76
969,187.65
971,150.17
976,39.51
978,239.74
980,248.28
981,148.23
990,376.99
993,19.55
996,20.82
998,318.52
999,184.64
1006,123.34
1008,15.16
1013,32.6
1015,95.75
1016,121.45
1022,306.53
1026,228.9
1028,235.26
1031,52.25
1034,60.52
1037,200.2
1040,64.45
1042,19.83
1046,19.62
1048,100.95
1049,108.17
1050,65.86
1051,209.22
1052,240.72
1055,184.5
1060,161.37
1064,30.13
1066,70.22
1071,96.44
1073,13.13
1089,198.94
1091,85.79
1092,69.37
1093,234.62
1096,315.5
1097,228.01
1098,18.02
1099,37.59
1102,165.7
1107,100.52
1109,39.76
1111,130.18
1112,113.68
1114,299.36
1116,295.49
1117,112.6
1118,67.01
1122,129.03
1124,159.62
1127,120.71
1133,239.37
1134,36.2
1135,146.11
1139,293.78
1143,58.43
1150,118.1
1151,110.93
1153,263.6
1155,27.29
1162,28.67
1163,227.77
1166,20.85
1171,86.87
1172,14.84
1173,251.17
1174,79.71
1177,116.8
1178,160.22
1184,193.41
1185,117.09
1186,120.75
1187,160.32
1188,297.02
1191,134.05
1207,120.08
1213,46.9
1215,125.75
1223,166.03
1227,119.86
1236,60.98
1237,56.57
1238,18.9
1241,30.77
1248,17.2
1250,35.57
1251,160.62
1253,115.4
1255,97.97
1257,178.1
1261,111.99
1262,344.63
1265,132.98
1273,174.35
1277,260.37
1278,106.8
1280,116.46
1284,218.59
1285,336.14
1288,34.86
1295,120.2
1297,361.11
1299,250.94
1304,154.02
1308,40.22
1310,95.06
1311,112.53
1314,93.97
1315,106.71
1318,27.99
1320,327.13
1321,297.45
1322,221.05
1330,113.5
1333,153.4
1334,224.74
1341,140.66
1344,134.64
1351,232.91
1354,108.58
1356,57.06
1363,122.48
1365,203.61
1369,123.66
1373,111.33
1375,116.64
1377,93.51
1379,133.18
1380,274.0
1381,101.39
1384,170.87
1390,194.21
1393,240.6
1395,58.9
1399,325.27
1400,88.25
1401,165.79
1404,168.82
1408,12.95
1409,26.43
1413,236.81
1416,280.07
1418,106.26
1423,93.41
1424,28.36
1425,14.79
1433,260.52
1434,140.02
1436,336.72
1442,256.49
1444,84.12
1445,118.46
1452,218.35
1455,162.06
1462,67.74
1467,71.81
1472,44.54
1475,196.94
1493,103.17
1501,228.63
1503,293.3
1504,221.93
1505,14.94
1511,226.3
1512,59.94
1513,78.42
1514,40.27
1528,237.4
1533,245.23
1534,30.56
1536,160.47
1537,64.36
1539,204.98
1550,221.73
1552,212.89
1554,203.07
1555,373.47
1556,103.85
1559,34.96
1563,249.74
1566,142.47
1567,165.79
1568,30.12
1571,230.53
1572,19.37
1574,57.74
1577,18.14
1583,82.52
1585,30.45
1586,199.01
1587,203.16
1596,146.17
1602,33.45
1604,78.7
1605,34.33
1610,309.7
1611,96.69
1616,36.03
1617,95.79
1618,15.83
1622,44.24
1623,31.48
1628,312.57
1631,16.98
1632,189.52
1633,247.44
1634,317.16
1636,214.6
1637,101.72
1643,124.74
1644,104.65
1646,93.21
1648,208.09
1651,31.45
1656,18.01
1658,143.26
1659,17.06
1665,186.33
1666,140.24
1670,39.7
1674,146.33
1679,201.81
1680,220.6
1683,343.58
1686,28.04
1691,96.37
1693,35.34
1696,41.32
1697,96.86
1703,102.23
1706,28.49
1709,173.98
1710,88.47
1712,217.0
1713,129.09
1718,344.91
1719,177.76
1722,291.51
1723,143.99
1724,280.7
1728,59.27
1730,33.62
1732,26.68
1737,39.4
1745,88.21
1747,14.07
1748,11.75
1755,95.32
1759,17.82
1761,278.38
1764,213.68
1765,150.21
1766,88.24
1768,104.24
1770,30.51
1771,146.77
1774,93.76
1785,125.59
1788,184.63
1792,15.15
1794,237.11
1797,125.65
1798,12.13
1799,270.97
1802,104.22
1806,33.92
1808,79.2
1810,257.36
1818,112.13
1819,386.6
1820,288.98
1822,224.3
1826,220.37
1827,199.19
1835,19.0
1841,114.97
1842,133.12
1843,17.88
1846,46.14
1849,91.24
1850,207.5
1851,204.8
1857,60.17
1858,171.12
1860,96.43
1861,253.74
1864,118.84
1869,328.67
1871,67.36
1872,32.71
1875,16.46
1878,227.86
1879,237.75
1885,92.41
1888,106.04
1889,32.59
1890,95.68
1896,128.53
1897,168.92
1898,103.23
1900,107.44
1905,38.39
1908,121.08
1909,100.66
1913,70.34
1918,108.45
1922,331.1
1923,132.84
1925,259.71
1926,126.44
1927,291.79
1930,210.67
1935,69.16
1939,116.47
1942,93.88
1943,105.42
1948,252.06
1949,253.69
1951,105.62
1953,118.1
1959,121.86
1963,17.41
1967,122.67
1973,265.13
1975,27.86
1976,89.46
1990,114.86
1993,120.66
1997,189.86
1999,126.6
2001,314.44
2004,87.13
2010,96.45
2013,128.34
2017,304.24
2021,114.42
2023,167.69
2026,133.87
2037,33.66
2039,204.87
2041,17.79
2046,30.1
2050,17.37
2060,223.68
2067,104.5
2069,144.73
2072,260.14
2074,132.46
2079,117.87
2083,29.48
2085,196.12
2087,16.05
2093,137.87
2094,29.76
2097,36.15
2103,94.58
2104,60.68
2107,189.68
2108,18.44
2110,105.33
2115,175.09
2117,31.86
2125,304.13
2127,282.95
2133,14.48
2134,384.04
2135,119.29
2141,267.02
2143,31.38
2145,87.21
2146,30.77
2147,282.56
2148,58.71
2149,69.25
2165,121.48
2166,154.49
2177,218.9
